id,name,location,type,description,price,min_people,max_people,difficulty,duration_days,rating_avg,available,created_at
177,Tour Leo núi 177,Ninh Bình,leo núi,Trải nghiệm leo núi thú vị số 177,23578396.0,2,17,easy,3,4.4,1,2025-09-30 20:45:07
178,Tour Quốc tế 178,Thái Lan,quốc tế,Trải nghiệm quốc tế thú vị số 178,9029061.0,2,17,hard,7,4.2,1,2025-09-30 20:45:07
179,Tour City tour 179,Chưa rõ,city tour,Trải nghiệm city tour thú vị số 179,23627016.0,1,23,easy,7,4.0,1,2025-09-30 20:45:07
180,Tour City tour 180,Chưa rõ,city tour,Trải nghiệm city tour thú vị số 180,18001044.0,3,30,hard,2,4.3,1,2025-09-30 20:45:07
181,Tour Quốc tế 181,Thái Lan,quốc tế,Trải nghiệm quốc tế thú vị số 181,7940426.0,3,21,hard,5,4.9,1,2025-09-30 20:45:07
182,Tour Cắm trại 182,Đà Lạt,cắm trại,Trải nghiệm cắm trại thú vị số 182,17624803.0,1,18,easy,3,4.4,1,2025-09-30 20:45:07
183,Tour City tour 183,Chưa rõ,city tour,Trải nghiệm city tour thú vị số 183,21193947.0,1,25,hard,2,4.5,1,2025-09-30 20:45:07
184,Tour City tour 184,Chưa rõ,city tour,Trải nghiệm city tour thú vị số 184,25771118.0,2,20,hard,7,4.3,1,2025-09-30 20:45:07
185,Tour Quốc tế 185,Thái Lan,quốc tế,Trải nghiệm quốc tế thú vị số 185,27041385.0,1,29,hard,5,4.3,1,2025-09-30 20:45:07
186,Tour Leo núi 186,Ninh Bình,leo núi,Trải nghiệm leo núi thú vị số 186,29277605.0,3,29,easy,5,4.8,1,2025-09-30 20:45:07
187,Tour Cắm trại 187,Đồng Nai,cắm trại,Trải nghiệm cắm trại thú vị số 187,8170306.0,3,30,easy,5,4.6,1,2025-09-30 20:45:07
188,Tour Cắm trại 188,Đồng Nai,cắm trại,Trải nghiệm cắm trại thú vị số 188,24075526.0,3,16,hard,2,4.1,1,2025-09-30 20:45:07
189,Tour Quốc tế 189,Nhật Bản,quốc tế,Trải nghiệm quốc tế thú vị số 189,28674550.0,2,12,easy,1,4.9,1,2025-09-30 20:45:07
190,Tour Leo núi 190,Hà Giang,leo núi,Trải nghiệm leo núi thú vị số 190,3340472.0,3,20,hard,4,3.7,1,2025-09-30 20:45:07
191,Tour Quốc tế 191,Nhật Bản,quốc tế,Trải nghiệm quốc tế thú vị số 191,6650389.0,3,29,medium,1,3.9,1,2025-09-30 20:45:07
192,Tour Cắm trại 192,Đồng Nai,cắm trại,Trải nghiệm cắm trại thú vị số 192,5325897.0,2,14,hard,5,4.7,1,2025-09-30 20:45:07
193,Tour Cắm trại 193,Đồng Nai,cắm trại,Trải nghiệm cắm trại thú vị số 193,4615534.0,1,25,medium,1,4.9,1,2025-09-30 20:45:07
194,Tour Cắm trại 194,Đồng Nai,cắm trại,Trải nghiệm cắm trại thú vị số 194,2483446.0,2,21,easy,6,3.7,1,2025-09-30 20:45:07
195,Tour Leo núi 195,Sa Pa,leo núi,Trải nghiệm leo núi thú vị số 195,26552711.0,3,25,easy,5,4.9,1,2025-09-30 20:45:07
196,Tour Leo núi 196,Hà Giang,leo núi,Trải nghiệm leo núi thú vị số 196,17766824.0,3,22,medium,6,3.8,1,2025-09-30 20:45:07
197,Tour Leo núi 197,Đà Lạt,leo núi,Trải nghiệm leo núi thú vị số 197,3870744.0,1,19,hard,3,4.3,1,2025-09-30 20:45:07
198,Tour Quốc tế 198,Malaysia,quốc tế,Trải nghiệm quốc tế thú vị số 198,15561909.0,3,14,hard,3,4.3,1,2025-09-30 20:45:07
199,Tour Leo núi 199,Đà Lạt,leo núi,Trải nghiệm leo núi thú vị số 199,10118941.0,1,22,hard,2,3.9,1,2025-09-30 20:45:07
200,Tour Cắm trại 200,Đà Lạt,cắm trại,Trải nghiệm cắm trại thú vị số 200,24354939.0,1,22,easy,3,4.2,1,2025-09-30 20:45:07
201,Tour Biển 201,Phú Quốc,biển,Trải nghiệm biển thú vị số 201,22666450.0,2,10,medium,7,3.7,1,2025-09-30 20:45:07
202,Tour Biển 202,Quảng Ninh,biển,Trải nghiệm biển thú vị số 202,28213842.0,3,19,easy,4,4.2,1,2025-09-30 20:45:07
203,Tour Leo núi 203,Sa Pa,leo núi,Trải nghiệm leo núi thú vị số 203,26064852.0,2,17,medium,5,4.3,1,2025-09-30 20:45:07
204,Tour Quốc tế 204,Thái Lan,quốc tế,Trải nghiệm quốc tế thú vị số 204,18659300.0,3,13,easy,4,5.0,1,2025-09-30 20:45:07
205,Tour Cắm trại 205,Đà Lạt,cắm trại,Trải nghiệm cắm trại thú vị số 205,9959432.0,2,23,medium,4,4.5,1,2025-09-30 20:45:07
206,Tour Leo núi 206,Hà Giang,leo núi,Trải nghiệm leo núi thú vị số 206,8409340.0,2,30,medium,6,4.5,1,2025-09-30 20:45:07
207,Tour Quốc tế 207,Singapore,quốc tế,Trải nghiệm quốc tế thú vị số 207,19007013.0,1,18,easy,7,4.5,1,2025-09-30 20:45:07
208,Tour Leo núi 208,Sa Pa,leo núi,Trải nghiệm leo núi thú vị số 208,27189739.0,3,14,easy,1,4.0,1,2025-09-30 20:45:07
209,Tour Biển 209,Phú Quốc,biển,Trải nghiệm biển thú vị số 209,22902890.0,2,29,easy,6,3.6,1,2025-09-30 20:45:07
210,Tour City tour 210,Chưa rõ,city tour,Trải nghiệm city tour thú vị số 210,23652043.0,3,24,easy,4,4.9,1,2025-09-30 20:45:07
211,Tour Quốc tế 211,Thái Lan,quốc tế,Trải nghiệm quốc tế thú vị số 211,7426770.0,3,11,easy,1,3.8,1,2025-09-30 20:45:07
212,Tour Quốc tế 212,Nhật Bản,quốc tế,Trải nghiệm quốc tế thú vị số 212,14382607.0,3,28,medium,6,3.8,1,2025-09-30 20:45:07
213,Tour Leo núi 213,Sa Pa,leo núi,Trải nghiệm leo núi thú vị số 213,20562202.0,2,16,hard,4,4.5,1,2025-09-30 20:45:07
214,Tour Cắm trại 214,Ba Vì,cắm trại,Trải nghiệm cắm trại thú vị số 214,4852176.0,1,23,easy,6,4.3,1,2025-09-30 20:45:07
215,Tour Leo núi 215,Sa Pa,leo núi,Trải nghiệm leo núi thú vị số 215,28183425.0,3,29,hard,7,3.8,1,2025-09-30 20:45:07
216,Tour Quốc tế 216,Hàn Quốc,quốc tế,Trải nghiệm quốc tế thú vị số 216,29833538.0,1,17,hard,2,4.3,1,2025-09-30 20:45:07
217,Tour Biển 217,Nha Trang,biển,Trải nghiệm biển thú vị số 217,10448557.0,1,13,easy,7,3.6,1,2025-09-30 20:45:07
218,Tour Biển 218,Nha Trang,biển,Trải nghiệm biển thú vị số 218,23736522.0,2,30,easy,3,4.1,1,2025-09-30 20:45:07
219,Tour Quốc tế 219,Malaysia,quốc tế,Trải nghiệm quốc tế thú vị số 219,7389670.0,1,16,medium,2,4.2,1,2025-09-30 20:45:07
220,Tour Biển 220,Quảng Ninh,biển,Trải nghiệm biển thú vị số 220,12124948.0,3,29,medium,2,3.8,1,2025-09-30 20:45:07
221,Tour Leo núi 221,Hà Giang,leo núi,Trải nghiệm leo núi thú vị số 221,28056706.0,2,27,easy,4,3.8,1,2025-09-30 20:45:07
222,Tour Leo núi 222,Sa Pa,leo núi,Trải nghiệm leo núi thú vị số 222,28229857.0,2,21,medium,4,4.2,1,2025-09-30 20:45:07
223,Tour Quốc tế 223,Hàn Quốc,quốc tế,Trải nghiệm quốc tế thú vị số 223,28404273.0,1,26,easy,3,3.5,1,2025-09-30 20:45:07
224,Tour City tour 224,Chưa rõ,city tour,Trải nghiệm city tour thú vị số 224,26418562.0,1,10,hard,7,4.3,1,2025-09-30 20:45:07
225,Tour Biển 225,Đà Nẵng,biển,Trải nghiệm biển thú vị số 225,12588933.0,1,14,easy,1,4.1,1,2025-09-30 20:45:07
226,Tour Cắm trại 226,Đồng Nai,cắm trại,Trải nghiệm cắm trại thú vị số 226,6408874.0,2,25,hard,1,3.7,1,2025-09-30 20:45:07
227,Tour City tour 227,Chưa rõ,city tour,Trải nghiệm city tour thú vị số 227,12378257.0,2,19,medium,2,4.6,1,2025-09-30 20:45:07
228,Tour Biển 228,Đà Nẵng,biển,Trải nghiệm biển thú vị số 228,9436823.0,3,17,easy,2,4.7,1,2025-09-30 20:45:07
229,Tour Biển 229,Quảng Ninh,biển,Trải nghiệm biển thú vị số 229,13169645.0,3,19,medium,4,4.0,1,2025-09-30 20:45:07
230,Tour City tour 230,Chưa rõ,city tour,Trải nghiệm city tour thú vị số 230,18993063.0,2,14,hard,4,3.7,1,2025-09-30 20:45:07
231,Tour Leo núi 231,Đà Lạt,leo núi,Trải nghiệm leo núi thú vị số 231,24255529.0,1,24,medium,2,3.9,1,2025-09-30 20:45:07
232,Tour Quốc tế 232,Singapore,quốc tế,Trải nghiệm quốc tế thú vị số 232,23481034.0,2,15,medium,3,3.8,1,2025-09-30 20:45:07
233,Tour City tour 233,Chưa rõ,city tour,Trải nghiệm city tour thú vị số 233,25065922.0,2,20,medium,4,4.2,1,2025-09-30 20:45:07
234,Tour Cắm trại 234,Đà Lạt,cắm trại,Trải nghiệm cắm trại thú vị số 234,1318077.0,1,14,hard,3,3.9,1,2025-09-30 20:45:07
235,Tour Biển 235,Đà Nẵng,biển,Trải nghiệm biển thú vị số 235,1708672.0,1,19,medium,4,4.6,1,2025-09-30 20:45:07
236,Tour City tour 236,Chưa rõ,city tour,Trải nghiệm city tour thú vị số 236,3923522.0,1,16,hard,5,4.6,1,2025-09-30 20:45:07
237,Tour Cắm trại 237,Đồng Nai,cắm trại,Trải nghiệm cắm trại thú vị số 237,8326526.0,2,16,easy,3,4.6,1,2025-09-30 20:45:07
238,Tour Cắm trại 238,Ba Vì,cắm trại,Trải nghiệm cắm trại thú vị số 238,4335857.0,2,14,hard,1,4.1,1,2025-09-30 20:45:07
239,Tour Cắm trại 239,Ba Vì,cắm trại,Trải nghiệm cắm trại thú vị số 239,27523989.0,3,23,hard,6,3.5,1,2025-09-30 20:45:07
240,Tour Leo núi 240,Hà Giang,leo núi,Trải nghiệm leo núi thú vị số 240,20174358.0,2,25,medium,7,4.5,1,2025-09-30 20:45:07
241,Tour Quốc tế 241,Malaysia,quốc tế,Trải nghiệm quốc tế thú vị số 241,5208503.0,3,24,medium,3,4.1,1,2025-09-30 20:45:07
242,Tour Biển 242,Đà Nẵng,biển,Trải nghiệm biển thú vị số 242,16021934.0,2,28,medium,5,4.9,1,2025-09-30 20:45:07
243,Tour City tour 243,Chưa rõ,city tour,Trải nghiệm city tour thú vị số 243,27645053.0,3,26,hard,7,4.9,1,2025-09-30 20:45:07
244,Tour Biển 244,Đà Nẵng,biển,Trải nghiệm biển thú vị số 244,27965586.0,3,23,medium,6,4.4,1,2025-09-30 20:45:07
245,Tour Quốc tế 245,Malaysia,quốc tế,Trải nghiệm quốc tế thú vị số 245,28094997.0,1,20,medium,6,4.8,1,2025-09-30 20:45:07
246,Tour Quốc tế 246,Thái Lan,quốc tế,Trải nghiệm quốc tế thú vị số 246,21221123.0,2,18,hard,4,3.9,1,2025-09-30 20:45:07
247,Tour Biển 247,Đà Nẵng,biển,Trải nghiệm biển thú vị số 247,17891158.0,1,30,easy,2,3.9,1,2025-09-30 20:45:07
248,Tour Biển 248,Quảng Ninh,biển,Trải nghiệm biển thú vị số 248,22520387.0,1,23,hard,7,4.6,1,2025-09-30 20:45:07
249,Tour City tour 249,Chưa rõ,city tour,Trải nghiệm city tour thú vị số 249,5650239.0,2,29,medium,3,4.1,1,2025-09-30 20:45:07
250,Tour City tour 250,Chưa rõ,city tour,Trải nghiệm city tour thú vị số 250,2004168.0,3,13,hard,6,4.9,1,2025-09-30 20:45:07
251,Tour City tour 251,Chưa rõ,city tour,Trải nghiệm city tour thú vị số 251,4463468.0,1,18,hard,3,4.5,1,2025-09-30 20:45:07
252,Tour Quốc tế 252,Thái Lan,quốc tế,Trải nghiệm quốc tế thú vị số 252,10288900.0,2,12,easy,3,4.0,1,2025-09-30 20:45:07
253,Tour Cắm trại 253,Ba Vì,cắm trại,Trải nghiệm cắm trại thú vị số 253,9077080.0,3,20,hard,7,4.6,1,2025-09-30 20:45:07
254,Tour City tour 254,Chưa rõ,city tour,Trải nghiệm city tour thú vị số 254,27084605.0,1,17,hard,2,4.5,1,2025-09-30 20:45:07
255,Tour City tour 255,Chưa rõ,city tour,Trải nghiệm city tour thú vị số 255,20325827.0,2,18,easy,1,4.3,1,2025-09-30 20:45:07
256,Tour Quốc tế 256,Hàn Quốc,quốc tế,Trải nghiệm quốc tế thú vị số 256,13871205.0,3,24,easy,2,4.1,1,2025-09-30 20:45:07
257,Tour City tour 257,Chưa rõ,city tour,Trải nghiệm city tour thú vị số 257,29476643.0,2,17,medium,1,3.8,1,2025-09-30 20:45:07
258,Tour Quốc tế 258,Nhật Bản,quốc tế,Trải nghiệm quốc tế thú vị số 258,28643732.0,2,12,hard,3,3.7,1,2025-09-30 20:45:07
259,Tour Quốc tế 259,Nhật Bản,quốc tế,Trải nghiệm quốc tế thú vị số 259,14540784.0,1,22,hard,6,4.0,1,2025-09-30 20:45:07
260,Tour Cắm trại 260,Đà Lạt,cắm trại,Trải nghiệm cắm trại thú vị số 260,28154861.0,3,21,hard,1,4.5,1,2025-09-30 20:45:07
261,Tour Biển 261,Quảng Ninh,biển,Trải nghiệm biển thú vị số 261,10292896.0,1,29,easy,6,4.9,1,2025-09-30 20:45:07
262,Tour Leo núi 262,Sa Pa,leo núi,Trải nghiệm leo núi thú vị số 262,10103924.0,3,11,medium,7,4.0,1,2025-09-30 20:45:07
263,Tour Leo núi 263,Sa Pa,leo núi,Trải nghiệm leo núi thú vị số 263,11512725.0,1,19,medium,7,4.9,1,2025-09-30 20:45:07
264,Tour City tour 264,Chưa rõ,city tour,Trải nghiệm city tour thú vị số 264,25349689.0,3,24,easy,4,4.4,1,2025-09-30 20:45:07
265,Tour City tour 265,Chưa rõ,city tour,Trải nghiệm city tour thú vị số 265,29268583.0,1,12,medium,3,3.7,1,2025-09-30 20:45:07
266,Tour Biển 266,Nha Trang,biển,Trải nghiệm biển thú vị số 266,9027941.0,2,25,hard,2,3.9,1,2025-09-30 20:45:07
267,Tour Cắm trại 267,Ba Vì,cắm trại,Trải nghiệm cắm trại thú vị số 267,1348919.0,1,20,medium,5,3.7,1,2025-09-30 20:45:07
268,Tour Cắm trại 268,Đà Lạt,cắm trại,Trải nghiệm cắm trại thú vị số 268,5947241.0,1,13,easy,5,4.3,1,2025-09-30 20:45:07
269,Tour Quốc tế 269,Thái Lan,quốc tế,Trải nghiệm quốc tế thú vị số 269,9699917.0,1,10,hard,4,4.8,1,2025-09-30 20:45:07
270,Tour Cắm trại 270,Đồng Nai,cắm trại,Trải nghiệm cắm trại thú vị số 270,15558531.0,2,21,easy,6,4.1,1,2025-09-30 20:45:07
271,Tour Cắm trại 271,Đà Lạt,cắm trại,Trải nghiệm cắm trại thú vị số 271,8586853.0,2,17,easy,3,4.7,1,2025-09-30 20:45:07
272,Tour Biển 272,Nha Trang,biển,Trải nghiệm biển thú vị số 272,27613793.0,3,18,easy,4,3.5,1,2025-09-30 20:45:07
273,Tour Cắm trại 273,Đồng Nai,cắm trại,Trải nghiệm cắm trại thú vị số 273,29700233.0,1,25,hard,5,4.9,1,2025-09-30 20:45:07
274,Tour Biển 274,Nha Trang,biển,Trải nghiệm biển thú vị số 274,15865453.0,2,12,medium,4,3.9,1,2025-09-30 20:45:07
275,Tour City tour 275,Chưa rõ,city tour,Trải nghiệm city tour thú vị số 275,13135939.0,3,15,hard,1,3.6,1,2025-09-30 20:45:07
276,Tour Quốc tế 276,Malaysia,quốc tế,Trải nghiệm quốc tế thú vị số 276,7885911.0,3,22,medium,1,4.2,1,2025-09-30 20:45:07
277,Tour Leo núi 277,Hà Giang,leo núi,Trải nghiệm leo núi thú vị số 277,20066111.0,1,29,medium,1,4.9,1,2025-09-30 20:45:07
278,Tour City tour 278,Chưa rõ,city tour,Trải nghiệm city tour thú vị số 278,28340834.0,2,23,medium,7,4.9,1,2025-09-30 20:45:07
279,Tour Cắm trại 279,Đồng Nai,cắm trại,Trải nghiệm cắm trại thú vị số 279,13281458.0,3,10,hard,7,3.8,1,2025-09-30 20:45:07
280,Tour Biển 280,Quảng Ninh,biển,Trải nghiệm biển thú vị số 280,1385074.0,2,29,medium,3,3.8,1,2025-09-30 20:45:07
281,Tour Cắm trại 281,Đà Lạt,cắm trại,Trải nghiệm cắm trại thú vị số 281,2933707.0,3,17,easy,1,4.0,1,2025-09-30 20:45:07
282,Tour Cắm trại 282,Ba Vì,cắm trại,Trải nghiệm cắm trại thú vị số 282,21324199.0,2,10,hard,7,4.0,1,2025-09-30 20:45:07
283,Tour Leo núi 283,Đà Lạt,leo núi,Trải nghiệm leo núi thú vị số 283,5701327.0,1,23,easy,2,4.1,1,2025-09-30 20:45:07
284,Tour Leo núi 284,Đà Lạt,leo núi,Trải nghiệm leo núi thú vị số 284,2807979.0,2,30,easy,3,4.7,1,2025-09-30 20:45:07
285,Tour City tour 285,Chưa rõ,city tour,Trải nghiệm city tour thú vị số 285,18433182.0,3,28,easy,1,3.7,1,2025-09-30 20:45:07
286,Tour Quốc tế 286,Thái Lan,quốc tế,Trải nghiệm quốc tế thú vị số 286,12278951.0,2,18,easy,3,3.8,1,2025-09-30 20:45:07
287,Tour City tour 287,Chưa rõ,city tour,Trải nghiệm city tour thú vị số 287,7332867.0,2,23,medium,2,4.1,1,2025-09-30 20:45:07
288,Tour City tour 288,Chưa rõ,city tour,Trải nghiệm city tour thú vị số 288,6175942.0,1,19,easy,6,3.5,1,2025-09-30 20:45:07
289,Tour Leo núi 289,Ninh Bình,leo núi,Trải nghiệm leo núi thú vị số 289,11522615.0,3,20,medium,6,4.8,1,2025-09-30 20:45:07
290,Tour Biển 290,Nha Trang,biển,Trải nghiệm biển thú vị số 290,21086849.0,3,30,hard,5,4.8,1,2025-09-30 20:45:07
291,Tour City tour 291,Chưa rõ,city tour,Trải nghiệm city tour thú vị số 291,29897517.0,3,12,hard,6,3.8,1,2025-09-30 20:45:07
292,Tour Cắm trại 292,Đà Lạt,cắm trại,Trải nghiệm cắm trại thú vị số 292,1730276.0,2,28,easy,4,4.3,1,2025-09-30 20:45:07
293,Tour Quốc tế 293,Nhật Bản,quốc tế,Trải nghiệm quốc tế thú vị số 293,22463340.0,2,19,hard,6,4.5,1,2025-09-30 20:45:07
294,Tour Biển 294,Quảng Ninh,biển,Trải nghiệm biển thú vị số 294,15269430.0,3,13,easy,7,3.9,1,2025-09-30 20:45:07
295,Tour Biển 295,Nha Trang,biển,Trải nghiệm biển thú vị số 295,7818161.0,1,30,hard,3,3.5,1,2025-09-30 20:45:07
296,Tour Quốc tế 296,Singapore,quốc tế,Trải nghiệm quốc tế thú vị số 296,15197198.0,1,10,medium,2,3.9,1,2025-09-30 20:45:07
297,Tour City tour 297,Chưa rõ,city tour,Trải nghiệm city tour thú vị số 297,26076281.0,1,17,medium,3,4.1,1,2025-09-30 20:45:07
298,Tour Quốc tế 298,Singapore,quốc tế,Trải nghiệm quốc tế thú vị số 298,4431601.0,3,25,medium,2,4.7,1,2025-09-30 20:45:07
299,Tour City tour 299,Chưa rõ,city tour,Trải nghiệm city tour thú vị số 299,16818544.0,3,25,medium,2,3.5,1,2025-09-30 20:45:07
300,Tour Quốc tế 300,Malaysia,quốc tế,Trải nghiệm quốc tế thú vị số 300,25928574.0,3,19,medium,2,4.2,1,2025-09-30 20:45:07
301,Tour Quốc tế 301,Thái Lan,quốc tế,Trải nghiệm quốc tế thú vị số 301,29899174.0,3,13,hard,5,4.6,1,2025-09-30 20:45:07
302,Tour Quốc tế 302,Malaysia,quốc tế,Trải nghiệm quốc tế thú vị số 302,28118368.0,1,29,easy,3,4.1,1,2025-09-30 20:45:07
303,Tour Leo núi 303,Ninh Bình,leo núi,Trải nghiệm leo núi thú vị số 303,22316129.0,3,13,medium,2,4.3,1,2025-09-30 20:45:07
304,Tour Cắm trại 304,Đồng Nai,cắm trại,Trải nghiệm cắm trại thú vị số 304,11548030.0,1,28,hard,3,3.8,1,2025-09-30 20:45:07
305,Tour Leo núi 305,Sa Pa,leo núi,Trải nghiệm leo núi thú vị số 305,18678589.0,2,26,medium,5,4.8,1,2025-09-30 20:45:07
306,Tour Cắm trại 306,Đà Lạt,cắm trại,Trải nghiệm cắm trại thú vị số 306,9532846.0,3,20,medium,5,3.9,1,2025-09-30 20:45:07
307,Tour Leo núi 307,Hà Giang,leo núi,Trải nghiệm leo núi thú vị số 307,24760486.0,3,27,easy,3,4.5,1,2025-09-30 20:45:07
308,Tour City tour 308,Chưa rõ,city tour,Trải nghiệm city tour thú vị số 308,11596438.0,2,26,hard,6,4.1,1,2025-09-30 20:45:07
309,Tour Leo núi 309,Hà Giang,leo núi,Trải nghiệm leo núi thú vị số 309,14837958.0,3,13,hard,1,4.3,1,2025-09-30 20:45:07
310,Tour Leo núi 310,Đà Lạt,leo núi,Trải nghiệm leo núi thú vị số 310,5438960.0,2,24,medium,4,4.1,1,2025-09-30 20:45:07
311,Tour Biển 311,Đà Nẵng,biển,Trải nghiệm biển thú vị số 311,9534045.0,3,17,easy,2,4.0,1,2025-09-30 20:45:07
312,Tour City tour 312,Chưa rõ,city tour,Trải nghiệm city tour thú vị số 312,7314973.0,2,28,hard,1,4.0,1,2025-09-30 20:45:07
313,Tour Cắm trại 313,Đà Lạt,cắm trại,Trải nghiệm cắm trại thú vị số 313,21281147.0,2,12,hard,4,3.7,1,2025-09-30 20:45:07
314,Tour Quốc tế 314,Malaysia,quốc tế,Trải nghiệm quốc tế thú vị số 314,16808760.0,2,17,easy,7,3.8,1,2025-09-30 20:45:07
315,Tour Quốc tế 315,Thái Lan,quốc tế,Trải nghiệm quốc tế thú vị số 315,5899281.0,2,28,easy,2,4.8,1,2025-09-30 20:45:07
316,Tour Leo núi 316,Hà Giang,leo núi,Trải nghiệm leo núi thú vị số 316,13329028.0,3,12,easy,2,5.0,1,2025-09-30 20:45:07
317,Tour Leo núi 317,Ninh Bình,leo núi,Trải nghiệm leo núi thú vị số 317,29118538.0,3,27,easy,2,3.6,1,2025-09-30 20:45:07
318,Tour City tour 318,Chưa rõ,city tour,Trải nghiệm city tour thú vị số 318,16617207.0,2,11,easy,1,3.5,1,2025-09-30 20:45:07
319,Tour Cắm trại 319,Đồng Nai,cắm trại,Trải nghiệm cắm trại thú vị số 319,14391405.0,1,10,medium,3,4.2,1,2025-09-30 20:45:07
320,Tour Leo núi 320,Đà Lạt,leo núi,Trải nghiệm leo núi thú vị số 320,7366099.0,2,25,easy,6,4.6,1,2025-09-30 20:45:07
321,Tour City tour 321,Chưa rõ,city tour,Trải nghiệm city tour thú vị số 321,5780608.0,2,20,easy,3,3.5,1,2025-09-30 20:45:07
322,Tour City tour 322,Chưa rõ,city tour,Trải nghiệm city tour thú vị số 322,12313724.0,2,19,medium,7,3.9,1,2025-09-30 20:45:07
323,Tour Leo núi 323,Hà Giang,leo núi,Trải nghiệm leo núi thú vị số 323,4905340.0,3,14,hard,2,4.5,1,2025-09-30 20:45:07
324,Tour Biển 324,Phú Quốc,biển,Trải nghiệm biển thú vị số 324,26933872.0,1,16,easy,2,3.6,1,2025-09-30 20:45:07
325,Tour Biển 325,Phú Quốc,biển,Trải nghiệm biển thú vị số 325,12095031.0,3,20,easy,1,3.5,1,2025-09-30 20:45:07
326,Tour City tour 326,Chưa rõ,city tour,Trải nghiệm city tour thú vị số 326,14512785.0,1,18,easy,4,4.4,1,2025-09-30 20:45:07
327,Tour City tour 327,Chưa rõ,city tour,Trải nghiệm city tour thú vị số 327,10994420.0,1,10,easy,2,4.8,1,2025-09-30 20:45:07
328,Tour Leo núi 328,Hà Giang,leo núi,Trải nghiệm leo núi thú vị số 328,18418285.0,1,25,hard,2,4.8,1,2025-09-30 20:45:07
329,Tour Leo núi 329,Ninh Bình,leo núi,Trải nghiệm leo núi thú vị số 329,18684432.0,1,24,medium,6,4.8,1,2025-09-30 20:45:07
330,Tour City tour 330,Chưa rõ,city tour,Trải nghiệm city tour thú vị số 330,25957670.0,1,17,medium,3,4.6,1,2025-09-30 20:45:07
331,Tour Cắm trại 331,Ba Vì,cắm trại,Trải nghiệm cắm trại thú vị số 331,21175041.0,2,25,hard,5,4.6,1,2025-09-30 20:45:07
332,Tour Quốc tế 332,Thái Lan,quốc tế,Trải nghiệm quốc tế thú vị số 332,9360523.0,1,21,easy,7,4.3,1,2025-09-30 20:45:07
333,Tour City tour 333,Chưa rõ,city tour,Trải nghiệm city tour thú vị số 333,16870347.0,3,23,easy,6,4.5,1,2025-09-30 20:45:07
334,Tour City tour 334,Chưa rõ,city tour,Trải nghiệm city tour thú vị số 334,27293562.0,1,24,easy,1,4.7,1,2025-09-30 20:45:07
335,Tour Biển 335,Quảng Ninh,biển,Trải nghiệm biển thú vị số 335,8747893.0,1,25,medium,5,5.0,1,2025-09-30 20:45:07
336,Tour Biển 336,Đà Nẵng,biển,Trải nghiệm biển thú vị số 336,11812796.0,3,23,easy,5,3.5,1,2025-09-30 20:45:07
337,Tour Leo núi 337,Ninh Bình,leo núi,Trải nghiệm leo núi thú vị số 337,29251246.0,3,29,medium,2,4.5,1,2025-09-30 20:45:07
338,Tour Leo núi 338,Đà Lạt,leo núi,Trải nghiệm leo núi thú vị số 338,25051426.0,1,11,medium,3,3.6,1,2025-09-30 20:45:07
339,Tour Biển 339,Đà Nẵng,biển,Trải nghiệm biển thú vị số 339,9023988.0,3,14,easy,2,3.7,1,2025-09-30 20:45:07
340,Tour Leo núi 340,Sa Pa,leo núi,Trải nghiệm leo núi thú vị số 340,21985780.0,2,22,easy,4,4.0,1,2025-09-30 20:45:07
341,Tour Leo núi 341,Hà Giang,leo núi,Trải nghiệm leo núi thú vị số 341,23009702.0,1,24,medium,3,4.9,1,2025-09-30 20:45:07
342,Tour City tour 342,Chưa rõ,city tour,Trải nghiệm city tour thú vị số 342,25226437.0,2,14,easy,2,3.5,1,2025-09-30 20:45:07
343,Tour Leo núi 343,Hà Giang,leo núi,Trải nghiệm leo núi thú vị số 343,1434247.0,1,27,hard,7,4.1,1,2025-09-30 20:45:07
344,Tour Biển 344,Quảng Ninh,biển,Trải nghiệm biển thú vị số 344,21326355.0,3,12,medium,1,4.8,1,2025-09-30 20:45:07
345,Tour Leo núi 345,Đà Lạt,leo núi,Trải nghiệm leo núi thú vị số 345,23557693.0,2,17,medium,6,4.7,1,2025-09-30 20:45:07
346,Tour Biển 346,Quảng Ninh,biển,Trải nghiệm biển thú vị số 346,10201229.0,1,25,hard,5,3.7,1,2025-09-30 20:45:07
347,Tour City tour 347,Chưa rõ,city tour,Trải nghiệm city tour thú vị số 347,16118908.0,3,29,hard,4,3.7,1,2025-09-30 20:45:07
348,Tour Quốc tế 348,Nhật Bản,quốc tế,Trải nghiệm quốc tế thú vị số 348,15064274.0,3,13,easy,2,4.8,1,2025-09-30 20:45:07
349,Tour Biển 349,Nha Trang,biển,Trải nghiệm biển thú vị số 349,23152119.0,1,21,easy,6,4.6,1,2025-09-30 20:45:07
350,Tour Leo núi 350,Sa Pa,leo núi,Trải nghiệm leo núi thú vị số 350,11058390.0,1,15,easy,6,3.6,1,2025-09-30 20:45:07
351,Tour City tour 351,Chưa rõ,city tour,Trải nghiệm city tour thú vị số 351,27340139.0,3,15,easy,6,4.1,1,2025-09-30 20:45:07
352,Tour Cắm trại 352,Ba Vì,cắm trại,Trải nghiệm cắm trại thú vị số 352,7670967.0,2,25,medium,7,4.7,1,2025-09-30 20:45:07
353,Tour Cắm trại 353,Ba Vì,cắm trại,Trải nghiệm cắm trại thú vị số 353,19811251.0,1,17,easy,3,4.4,1,2025-09-30 20:45:07
